1148.7	 0.411251  -1.81162  0.758129 -0.261041  -0.20396 -0.802242  0.496655         0         0         0	  0.0400422   -0.101679    0.011989   0.0550505 -0.00140521    0.194515	 0.334753  0.204135 0.0319391 0.0173788 0.0220521 0.0415648 0.0671711         0         0         0
1149.54	-0.550387  -2.99536  0.739947 -0.233251 -0.206815  -0.83799  0.447878         0         0         0	 0.0015907  -0.214721  0.0722975  -0.121057 -0.0111722 -0.0683744	 0.522503   0.32735 0.0321814 0.0174245 0.0196519 0.0377345 0.0706021         0         0         0
1149.83	-0.545569  -2.99505  0.735889 -0.261872 -0.227579 -0.824361   0.44728         0         0         0	-0.0116842  -0.253747  0.0931183  -0.181856 -0.0145442  -0.159134	 0.522453  0.326649 0.0321816  0.019174 0.0220632 0.0376841 0.0694539         0         0         0
1150.42	 -0.754096   -3.47335   0.728971 -0.0909667  -0.302794  -0.446803   0.836904          0          0          0	  -0.132259    -0.18606 -0.00360362   -0.220022  -0.0539522    -0.30626	  0.600581   0.357553  0.0322411  0.0258578 0.00826452  0.0713947  0.0381683          0          0          0
1150.8	 -0.764577   -3.47959   0.731079 -0.0687517  -0.304737  -0.385485   0.868222          0          0          0	 0.0120815  -0.295512   0.100668  -0.196607 -0.0482815  -0.339269	 0.601604  0.359121 0.0322441 0.0262254  0.006604 0.0750822 0.0333662         0         0         0
1151.57	-0.829072   -2.9421  0.730635  0.253841 -0.151797  0.636476  0.712335         0         0         0	  0.158442   -0.21494 0.00934836 -0.0912246 -0.0152245  -0.173089	 0.513953  0.368956 0.0322562 0.0136405 0.0228101 0.0640102 0.0571936         0         0         0
1151.89	-0.829327  -2.94518  0.734272  0.274046  -0.18466  0.638048  0.695482         0         0         0	   0.219267   -0.181455  -0.0286027  -0.0474295 -0.00148645   -0.104027	 0.514448  0.368995 0.0322563 0.0165935 0.0246257 0.0624958 0.0573348         0         0         0
1152.64	-0.788103  -1.42171  0.710496  0.273757 -0.158617  0.687225  0.653927         0         0         0	 0.361826 -0.102976 -0.117551 0.0552152  0.030712 0.0578373	 0.295968  0.362719 0.0322565 0.0142533 0.0245998 0.0587617 0.0617539         0         0         0
1152.8	-0.790374  -1.42347  0.709421  0.291833 -0.172446  0.679725  0.650438         0         0         0	 0.021877  0.204254 -0.073337 0.0678892 0.0179031  0.090699	 0.296166  0.363064 0.0322567 0.0155895 0.0262991   0.05854 0.0611851         0         0         0
1153.57	-0.602148  0.119894  0.730535  0.270409 -0.182695  0.632866  0.702126         0         0         0	 0.197119 -0.152021 -0.220817  0.411756  0.021626  0.262453	  0.25004  0.335012 0.0325628 0.0169185 0.0247502 0.0635695 0.0573211         0         0         0
1153.8	-0.607331  0.121901  0.729331  0.289427 -0.234386   0.59336  0.713596         0         0         0	0.0838319  0.727089 -0.277901  0.419439 0.0246949  0.321766	 0.250181  0.335769 0.0325661 0.0215349 0.0264781 0.0646889 0.0538058         0         0         0
1154.56	 0.137853   1.51921  0.726619  0.195621 -0.242588  0.460246  0.831299         0         0         0	-0.0277174   -0.15211  -0.148032   0.695051    0.17505    1.22178	 0.419212  0.240461 0.0331891 0.0222183 0.0179632  0.075677 0.0418987         0         0         0
1154.75	 0.136307   1.51851  0.725282  0.194181 -0.289419  0.335586  0.875164         0         0         0	-0.00952697   0.0773615     -0.1803    0.747017    0.236954     1.37856	  0.41911  0.240618 0.0331895 0.0264022 0.0177141 0.0798367 0.0306138         0         0         0
1155.42	0.487865  1.98964 0.723168 0.291772 -0.10577 0.800038  0.51344        0        0        0	0.0546182  0.886551 -0.294089  0.930267  0.455244   1.93142	     0.493   0.211551  0.0331896 0.00964905   0.026617  0.0468385  0.0729833          0          0          0
1155.8	 0.513073   1.99053  0.729115  0.284737 -0.168383  0.505391  0.796964         0         0         0	 0.152189   1.23429 -0.245308   1.07665  0.341743    1.9316	 0.493148  0.210066 0.0331895 0.0155704 0.0261587 0.0731629 0.0464024         0         0         0
1156.49	-0.0800278    1.93145   0.813002   0.332962  -0.175178   0.592956   0.711936          0          0          0	 0.874453  0.724055 -0.998946   1.13088  0.163153  0.911121	 0.483647   0.26493 0.0332705  0.016563 0.0311929 0.0667547 0.0555835         0         0         0
1156.77	-0.0888585    1.92937   0.813249   0.263981  -0.261936   0.456839   0.808085          0          0          0	0.602959  2.10883 -1.55128 0.881941 0.122399 0.594668	 0.483312  0.266004 0.0332729 0.0248613 0.0250322 0.0761947 0.0431053         0         0         0
1157.56	  1.11147   2.73148  0.853959  0.182876 -0.299812  0.243408  0.904114         0         0         0	 0.549643  0.149978  -0.57798  0.632424 0.0497528  0.460585	 0.617694  0.210945 0.0337767 0.0289002 0.0178947 0.0865016  0.023287         0         0         0
1157.83	  1.10846   2.73534  0.853777  0.142612 -0.351362  0.164388  0.910595         0         0         0	   0.428828     1.05473   -0.462217    0.548509 -0.00209669    0.338651	 0.618361  0.210782 0.0337812 0.0338927 0.0141125 0.0874178 0.0158005         0         0         0
1158.57	   2.47817    2.66363   0.850963 0.00697537  -0.325471  -0.180373   0.928163          0          0          0	 0.218738  0.614926 -0.279033   0.49026 0.0435597  0.381288	   0.606018    0.380139   0.0342649   0.0315629 0.000676828   0.0900097   0.0174919           0           0           0
1158.9	   2.47589    2.66866   0.838637 0.00667853  -0.395962  -0.162699   0.903714          0          0          0	  0.12505  0.418795 -0.197342  0.464284   0.06392  0.400302	   0.606887    0.379765   0.0342651   0.0383989 0.000647996   0.0876388   0.0157779           0           0           0
1159.64	  2.85318   2.09196  0.838892 -0.191817   -0.2542 -0.738741  0.594012         0         0         0	-0.0850395 -0.0210131 -0.0141578   0.406034   0.109576   0.442939	 0.509734  0.443336 0.0342652 0.0246514 0.0186018 0.0576051 0.0716403         0         0         0
1159.86	  2.85504   2.09311  0.837556 -0.219906 -0.243476 -0.772555  0.543617         0         0         0	-0.0850395 -0.0210131 -0.0141578   0.406034   0.109576   0.442939	 0.509922  0.443656 0.0342653 0.0243518 0.0220855 0.0530744 0.0754132         0         0         0
